sbjnum,filter,date,srvyr,sbjnam,usrunq,duration,upload,subjdata,rvwtime,rvwcomment,srvyrcomment,complete,stopq,test,parentid,status,utcdiff,qascore,frscname,exrenum,vstart,vend,rvwname,cancel,srvtype,country,endstatus,uid,language,s06,s06a,s06a_s,s07,s08_o1,s08_o2,s08_o3,s08_o4,s08_o5,s08_o6,s08_o7,s08_o8,s08_o9,s08_o10,s08_o11,s08_o12,s08_o13,s08_o14,s08_o15,s08_o16,s08_o17,s08_o18,s08_o19,s08_o20,s08_98,s09,s10,a01,main_hv,t_a02_1,t_a02_2,t_a02_3,a04,a05,a09_o1,a09_o2,a09_o3,a09_o4,a09_o5,a09_o6,a09_98,t_a10_7,t_a10_8,t_a10_5,t_a10_9,t_a10_4,t_a11_1,t_a11_2,x01,x02,x03,x04,x11_timestamp,x11_blk,i_1_x11_c0,i_2_x11_c0,i_3_x11_c0,i_4_x11_c0,i_5_x11_c0,i_6_x11_c0,i_7_x11_c0,i_8_x11_c0,i_9_x11_c0,i_10_x11_c0,i_11_x11_c0,i_12_x11_c0,i_13_x11_c0,i_14_x11_c0,i_15_x11_c0,i_16_x11_c0,i_17_x11_c0,i_18_x11_c0,i_19_x11_c0,i_20_x11_c0,i_21_x11_c0,i_22_x11_c0,i_23_x11_c0,i_24_x11_c0,i_25_x11_c0,i_26_x11_c0,i_27_x11_c0,i_28_x11_c0,i_29_x11_c0,i_30_x11_c0,i_31_x11_c0,i_32_x11_c0,i_33_x11_c0,i_34_x11_c0,i_35_x11_c0,i_36_x11_c0,i_37_x11_c0,i_38_x11_c0,i_39_x11_c0,i_40_x11_c0,t_x23_1,t_x23_2,t_x23_3,t_x23_4,t_x23_5,b05,b08_randomization,b08,t_b10_1,t_b10_2,t_b10_3,t_b10_4,b11,b12,b13,c01_timestamp,c01,c01a,t_c02_1,t_c02_2,t_c02_3,t_c02_7,t_c03_2,t_c03_4,t_c03_5,t_c03_6,t_c03_7,c03_attention,t_c04_1,t_c04_2,t_c04_3,t_c04_5,t_c04_6,t_c04_8,t_c05_1,t_c05_3,t_c05_4,t_c05_6,t_c05_7,t_d08a_1,t_d08a_2,t_d08a_7,t_d08a_8,t_d08a_9,t_d08a_10,t_d08a_11,t_d08a_12,t_d08a_13,t_d08a_14,t_d08a_21,t_d08a_22,t_d08a_23,t_d08a_24,t_d08a_25,t_d08a_26,t_d08a_27,d11,d12,d12_txt1,d12_txt2,d13_order,d13,e01,intro_e02,e02,e03,e04,e04a,t_e05_1,t_e05_4,t_e05_5,t_e05_6,e05_attention,e06_1,t_e06_2_1,t_e06_2_2,t_e08_1,t_e08_2,e09,e10_o1,e10_o2,e10_o3,e10_o4,s_e10_1,s_e10_2,s_e10_3,e10_more_hv,e11,e14,f03,f04_o1,f04_o2,f04_o3,f04_o4,f04_o5,f04_o6,f04_o7,f04_o8,f04_o9,f04_o10,f04_o11,s_f04_98,f05_o1,f05_o2,f05_o3,f05_o4,f05_o5,f05_o6,s_f05_98,t_f06_1,t_f06_2,f08_o1,f08_o2,f08_o3,f08_o4,f08_o5,f08_o6,f08_o7,f08_o8,f08_o9,f08_o10,f08_o11,s_f08_98,f10,total_int_time,s08_1,s08_2,s08_3,s08_4,s08_5,s08_6,s08_7,s08_8,s08_9,s08_10,s08_95,s08_96,s08_97,s08_99,main_method,age_cat,multiple_sex_partners_v1,willing_to_use,condom_use,caseid,weight,qual,sample_source,p_id2021,surv_lang,device,gender,racethnicity,educ5,marital,employ,income,income4,income9,state,region4,region9,metro,internet,housing,home_type,phoneservice,hhsize,hh01,hh25,hh612,hh1317,hh18ov,a09_5,a09_7,a09_8,a09_97,a09_99,tot_children,desired_children,hhd_size,f04_o1_recode,f04_o2_recode,f04_o3_recode,f04_o4_recode,_merge
184566557,-1,5/19/2023 4:36,STGAutoWebSurveyor,2000003074,64B539BG,00:21:47,5/19/2023 4:57,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-5,,,,5/19/2023 4:36,5/19/2023 4:57,N/A,-1,2,8,1,2000003074,1,23,1,,2,7,10,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,2,1,8,5,,,,,,3,5,3,,,3,3,1,3,2,2,5/19/2023 2:14,1,1,2,2,2,1,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,1,2,99,5,5,5,5,2,4,2,5/19/2023 2:25,3,5,3,3,3,3,3,1,4,4,,1,3,3,3,3,3,3,3,3,3,2,2,,,,,,,,,,,1,1,1,1,1,1,1,50,200,,,2,3,3,,6,1,2,23,5,5,5,,1,1,,,0,0,,1,2,,,1,2,,1,2,1,2,5,6,9,,,,,,,,,,2,3,,,,,,3,0,2,,,,,,,,,,,,1,21.799999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,1,1,3,1,3176,0.369146929,1,20, ,1,Desktop,1,4,3,5,1,4,1,2,TX,3,7,1,1,1,1,4,3,0,0,0,0,3,1,0,1,0,0,0,3,3,,,,,3
184566609,-1,5/19/2023 4:37,STGAutoWebSurveyor,2000003075,64B539BG,00:13:33,5/19/2023 4:51,All steps are completed,12/31/9999 11:59,,,1,119,0,,Approved,-5,,,,5/19/2023 4:37,5/19/2023 4:51,N/A,-1,2,8,1,2000003075,1,22,1,,2,7,8,1,10,,,,,,,,,,,,,,,,,,,,7,7,1,5,,3,1,5,,,,,,,5,4,5,,,3,4,2,2,2,2,5/19/2023 2:11,1,1,3,1,3,3,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,2,2,2,4,5,5,5,5,5,1,5/19/2023 2:18,3,4,2,2,1,2,1,2,1,3,,1,3,1,4,4,1,2,2,2,1,2,2,,,,,,,,,,,1,1,1,2,1,2,2,75,150,,,1,1,6,,6,2,,,3,2,5,,1,3,,,0,0,,1,2,,,1,1,,1,5,1,1,9,,,,,,,,,,,,2,,,,,,,3,0,3,,,,,,,,,,,,2,13.566667,1,0,0,0,0,0,1,1,0,1,0,0,0,0,7,1,1,2,1,3177,0.960751483,1,20, ,1,Desktop,1,4,3,5,1,13,3,7,TX,3,7,1,1,1,1,4,3,0,0,0,0,3,1,0,,0,0,0,2,3,,,,,3
184566747,-1,5/19/2023 4:41,STGAutoWebSurveyor,2000003077,64B539BG,00:09:03,5/19/2023 4:50,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-6,,,,5/19/2023 4:41,5/19/2023 4:50,N/A,-1,2,8,3,2000003077,1,22,1,,2,7,,,,,,,,,,,,,,,,,,,,,,,7,7,2,,,3,1,8,,,,,,,4,3,,,,2,3,2,2,2,2,5/19/2023 2:13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,1,3,3,3,1,3,2,3,3,2,3,3,1,1,2,4,3,4,1,3,1,5/19/2023 2:15,4,5,3,3,3,4,3,3,3,4,,1,2,3,1,3,3,3,2,1,2,1,1,,,,,,,,,,,1,1,1,1,1,2,2,25,59,,,1,1,4,,6,1,2,24,3,3,3,,1,3,,,1,1,1,1,2,,,1,1,,2,,3,1,2,6,,,,,,,,,,,3,,,,,,,2,1,3,,,,,,,,,,,,2,9.0666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,3,1,3179,2.019951298,1,20, ,1,Smartphone,1,4,2,5,1,10,2,6,CO,4,8,1,1,2,3,4,4,0,0,0,1,3,0,0,1,0,0,2,2,3,,,,,3
184566787,-1,5/19/2023 4:42,STGAutoWebSurveyor,2000003078,64B539BG,00:10:28,5/19/2023 4:52,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-5,,,,5/19/2023 4:42,5/19/2023 4:52,N/A,-1,2,8,1,2000003078,1,39,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,3,2,99,,,,,,,5,,,,,1,2,3,3,3,3,5/19/2023 2:13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,2,2,1,2,1,2,1,2,2,3,2,99,3,3,3,4,6,2,1,5/19/2023 2:17,3,3,2,4,2,3,3,3,3,3,,1,3,3,4,2,2,2,3,3,3,3,3,,,,,,,,,,,1,1,1,2,1,2,2,20,80,,,2,2,5,,6,2,,,4,2,3,,1,3,,,0,0,,1,2,,,1,1,,1,3,1,1,3,,,,,,,,,,,,1,,,,,,,1,0,3,,,,,,,,,,,,2,10.483334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,0,2,1,3180,0.535250681,1,20, ,1,Smartphone,1,2,2,5,2,10,2,6,TX,3,7,0,1,2,3,4,1,0,0,0,0,1,0,0,0,0,1,0,2,1,,,,,3
184566871,-1,5/19/2023 4:44,STGAutoWebSurveyor,2000003079,64B539BG,00:10:29,5/19/2023 4:55,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/19/2023 4:44,5/19/2023 4:55,N/A,-1,2,8,1,2000003079,1,34,1,,1,6,,,,,,,,,,,,,,,,,,,,,,3,6,6,,,,,2,7,,,,,,,3,,,,3,1,,9,3,3,3,5/19/2023 2:18,3,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,2,2,2,1,,,,,,,,,,,1,2,3,3,3,2,1,1,4,3,3,4,99,,3,5/19/2023 2:21,3,2,4,3,3,4,5,1,1,1,,1,3,5,5,4,3,3,3,1,2,2,2,,,,,,,,,,,1,1,1,1,1,2,1,,,,,1,1,2,,1,,5,34,4,1,1,,1,,,3,0,2,1,97,,,,,,,3,,3,4,,,,,,,,,,,,,3,5,,,,,,2,2,97,,,,,,,,,,,,1,10.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,1,0,3181,2.480741534,1,20, ,1,Smartphone,1,4,1,1,4,10,2,6,CT,1,1,1,1,2,1,4,4,0,0,2,0,2,0,1,0,0,0,2,0,4,,,,,3
184566933,-1,5/19/2023 4:46,STGAutoWebSurveyor,9532468,64B539BG,00:12:08,5/19/2023 4:58,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-5,,,,5/19/2023 4:46,5/19/2023 4:58,N/A,-1,2,8,1,9532468,1,30,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,3,3,97,,,,,,,5,,,,,2,4,1,1,1,1,5/19/2023 2:19,3,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,2,2,2,1,2,,,,,,,,,,,4,2,2,3,5,3,2,1,2,5,5,5,2,4,2,5/19/2023 2:22,5,5,2,2,2,2,2,2,1,2,,1,3,4,4,3,2,3,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,2,2,20,50,,,1,2,8,,6,1,3,25,5,1,2,,1,3,,,0,0,,1,2,,,1,1,,1,2,1,1,9,,,,,,,,,,,,3,,,,,,,1,0,97,,,,,,,,,,,,2,12.133333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,3,1,15314,0.406317987,1,1, ,1,Smartphone,1,1,3,5,1,9,2,5,MO,2,4,1,1,2,3,4,2,0,0,0,0,2,0,0,0,1,0,0,2,1,,,,,3
184567144,-1,5/19/2023 4:53,STGAutoWebSurveyor,2000003084,64B539BG,00:07:58,5/19/2023 5:01,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-4,,,,5/19/2023 4:53,5/19/2023 5:01,N/A,-1,2,8,3,2000003084,1,31,1,,4,7,,,,,,,,,,,,,,,,,,,,,,,7,7,2,,,3,2,8,,,,,,,3,5,,,,1,1,9,9,9,9,5/19/2023 2:26,2,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,2,99,3,1,1,1,99,,1,5/19/2023 2:27,1,3,5,1,3,3,5,2,3,4,,1,5,5,5,5,3,5,3,1,3,3,3,,,,,,,,,,,2,2,2,2,2,2,2,,,,,1,3,3,,6,1,1,26,2,5,2,,1,4,,,0,1,1,1,2,,,1,3,,1,2,3,1,2,,,,,,,,,,,,2,,,,,,,1,1,2,,,,,,,,,,,,2,7.9833331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,1,1,1,3186,1.154365918,1,20, ,1,Smartphone,1,4,2,5,1,10,2,6,NY,1,2,1,1,2,3,4,2,0,0,1,0,1,0,0,1,0,0,1,4,2,,,,,3
184567159,-1,5/19/2023 4:54,STGAutoWebSurveyor,5372230,64B539BG,00:06:31,5/19/2023 5:00,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-7,,,,5/19/2023 4:54,5/19/2023 5:00,N/A,-1,2,8,3,5372230,1,30,1,,2,7,,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,3,2,97,,,,,,,3,,,,,4,4,2,1,1,9,5/19/2023 2:27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,2,1,2,4,4,4,4,3,1,1,1,4,3,3,3,4,3,2,5/19/2023 2:28,3,3,3,3,3,3,3,3,3,3,,1,3,3,3,3,3,3,2,2,2,2,2,,,,,,,,,,,97,97,2,97,2,2,2,34,40,,,1,2,4,,6,1,3,25,4,4,4,,1,2,,,,,,97,,,,,,,3,,1,1,1,,,,,,,,,,,,3,,,,,,,2,,99,,,,,,,,,,,,2,6.5333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,1,3,1,15548,0.964870403,1,1,18874,1,Smartphone,1,1,4,5,2,4,1,2,CA,4,9,1,0,2,3,3,3,0,0,0,0,3,0,0,0,1,0,0,0,2,,,,,3
184567185,-1,5/19/2023 4:55,STGAutoWebSurveyor,2000003082,64B539BG,00:12:51,5/19/2023 5:07,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-7,,,,5/19/2023 4:55,5/19/2023 5:07,N/A,-1,2,8,1,2000003082,1,36,1,,3,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,4,97,,,,,,,,,,,,1,5,9,3,2,9,5/19/2023 2:29,1,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,99,3,3,3,3,99,,3,5/19/2023 2:32,3,3,3,3,3,3,3,3,3,3,,1,3,3,3,3,3,3,3,2,1,1,1,,,,,,,,,,,97,97,97,97,97,97,97,,,,,1,2,1,,1,,5,37,3,3,3,,1,3,,,0,0,,97,,,,,,,3,,1,1,1,,,,,,,,,,,,1,,,,,,,3,0,2,,,,,,,,,,,,1,12.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,3,1,1,0,3184,0.993969117,1,20, ,1,Desktop,1,1,3,5,2,18,4,9,CA,4,9,1,1,1,2,4,3,0,0,0,0,3,0,0,0,1,0,0,0,3,,,,,3
184567222,-1,5/19/2023 4:55,STGAutoWebSurveyor,2000003085,64B539BG,00:05:56,5/19/2023 5:01,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-7,,,,5/19/2023 4:55,5/19/2023 5:01,N/A,-1,2,8,3,2000003085,1,22,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,10,10,,,,,1,7,8,,,,,,3,3,,,5,5,5,3,1,1,3,5/19/2023 2:27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,1,1,1,1,2,5,5,5,5,5,1,2,2,5,4,4,5,4,,1,5/19/2023 2:29,4,3,4,3,5,4,4,5,4,4,,1,4,4,4,3,3,5,1,2,1,2,1,,,,,,,,,,,2,1,1,1,2,1,1,100,100,,,1,2,4,,4,1,1,23,5,4,4,,1,2,,,,,,1,2,,,3,2,,1,2,3,2,4,,,,,,,,,,,,4,,,,,,,2,5,1,2,5,,,,,,,,,,1,5.9499998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,3,0,3187,0.598175263,1,20, ,1,Smartphone,1,4,2,5,2,9,2,5,CA,4,9,1,1,2,3,2,4,2,1,0,0,1,0,1,1,0,0,0,5,7,,,,,3
184567261,-1,5/19/2023 4:55,STGAutoWebSurveyor,2000003088,64B539BG,00:05:33,5/19/2023 5:01,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-7,,,,5/19/2023 4:55,5/19/2023 5:01,N/A,-1,2,8,3,2000003088,1,36,1,,10,7,8,1,5,10,,,,,,,,,,,,,,,,,,,7,7,2,3,2,3,3,,,,,,,,2,5,4,,,5,5,4,1,1,3,5/19/2023 2:27,3,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,2,1,1,1,1,,,,,,,,,,,4,5,5,5,5,2,1,1,1,5,5,5,1,5,1,5/19/2023 2:28,5,5,1,1,3,5,1,5,1,1,,1,1,1,5,1,1,1,3,3,3,3,3,,,,,,,,,,,1,1,2,1,1,2,1,80,100,,,2,1,1,,3,1,2,40,5,1,5,,1,1,,,1,1,1,97,,,,,,,3,,1,1,2,,,,,,,,,,,,2,,,,,,,2,0,2,,,,,,,,,,,,2,5.5666666,1,0,0,0,1,0,1,1,0,1,0,0,0,0,7,3,1,3,1,3190,0.164143135,1,20, ,1,Smartphone,1,4,2,1,1,11,3,6,AZ,4,8,1,1,1,1,2,5,0,1,1,1,2,,,,,,2,0,2,,,,,3
184567302,-1,5/19/2023 4:56,STGAutoWebSurveyor,2000003087,64B539BG,00:12:07,5/19/2023 5:08,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-7,,,,5/19/2023 4:56,5/19/2023 5:08,N/A,-1,2,8,1,2000003087,2,54,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,3,7,,,,,,,4,,,,,2,4,1,2,3,2,5/19/2023 2:29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,2,1,1,4,4,5,5,4,3,2,1,4,4,4,4,5,,1,5/19/2023 2:32,4,4,2,2,2,3,1,1,1,3,,1,3,2,4,2,4,4,2,1,1,1,2,,,,,,,,,,,1,1,2,1,1,2,1,500,600,,,2,2,3,,1,,5,46,5,2,4,,1,3,,,1,1,1,3,,,,,,2,2,,1,1,10,,,,,,,,,,,,3,,,,,,,2,2,3,,,,,,,,,,,,1,12.133333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,4,0,2,0,3189,2.004943158,1,20, ,2,Smartphone,1,4,3,1,1,10,2,6,CA,4,9,1,1,2,3,4,4,0,0,1,1,2,0,1,0,0,0,2,2,4,,,,,3
184567338,-1,5/19/2023 4:57,STGAutoWebSurveyor,2000003094,64B539BG,00:07:05,5/19/2023 5:04,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Approved,-4,,,,5/19/2023 4:57,5/19/2023 5:04,N/A,-1,2,8,3,2000003094,1,23,1,,1,7,10,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,2,1,8,98,,,,,,5,2,,,,2,1,4,1,1,9,5/19/2023 2:29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,2,3,1,3,3,3,3,5,5,5,5,1,1,1,2,4,5,5,1,5,2,5/19/2023 2:31,5,5,1,2,3,1,5,3,3,3,,1,1,4,5,1,3,3,3,2,1,1,1,,,,,,,,,,,1,1,2,1,1,2,2,100,300,,,1,1,3,,1,,1,23,4,3,3,,1,4,,,0,0,,1,,,,1,,,1,2,1,1,7,,,,,,,,,,,,4,,,,,,,2,0,2,,,,,,,,,,,,2,7.0833335,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,1,0,3,1,3196,2.16554583,1,20, ,1,Smartphone,1,1,4,1,1,14,4,8,FL,3,5,1,1,1,1,2,2,0,0,0,0,2,0,0,1,0,1,0,1,2,,,,,3
184567347,-1,5/19/2023 4:57,STGAutoWebSurveyor,2000003095,64B539BG,00:07:52,5/19/2023 5:05,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-4,,,,5/19/2023 4:57,5/19/2023 5:05,N/A,-1,2,8,3,2000003095,1,27,1,,4,7,8,10,,,,,,,,,,,,,,,,,,,,,7,7,1,2,,3,3,5,,,,,,,4,5,5,,,5,4,1,1,3,1,5/19/2023 2:29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,2,2,1,2,4,5,4,4,5,2,1,1,3,4,5,5,3,4,2,5/19/2023 2:31,3,4,5,4,5,5,4,4,5,5,,1,4,5,4,5,4,5,2,3,2,3,3,,,,,,,,,,,1,1,2,2,2,2,2,40,59,,,1,3,2,,6,1,2,26,4,4,5,,1,2,,,0,1,1,97,,,,,,,3,,2,4,,,,,,,,,,,,,2,,,,,,,3,1,2,,,,,,,,,,,,2,7.8666668,0,0,0,0,0,0,1,1,0,1,0,0,0,0,7,2,1,3,1,3197,0.34820697,1,20, ,1,Desktop,1,4,2,5,1,11,3,6,NJ,1,2,1,1,1,1,4,4,0,0,0,1,3,1,0,,0,0,1,0,4,,,,,3
184567348,-1,5/19/2023 4:57,STGAutoWebSurveyor,2000003093,64B539BG,00:22:53,5/19/2023 5:20,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-7,,,,5/19/2023 4:57,5/19/2023 5:20,N/A,-1,2,8,1,2000003093,1,43,1,,1,3,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,2,8,,,,,,,,5,,,5,2,2,2,2,1,2,5/19/2023 2:29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,3,1,2,1,1,1,3,1,2,2,1,2,1,4,2,2,3,7,,3,5/19/2023 2:35,3,4,1,2,3,4,4,2,1,2,,1,3,4,5,3,2,4,3,1,2,3,2,,,,,,,,,,,1,1,1,1,1,2,2,20,50,,,2,1,1,,1,,5,41,5,1,2,,1,3,,,2,2,1,1,2,,,4,4,,1,99,4,1,9,,,,,,,,,,,,2,,,,,,,5,2,97,,,,,,,,,,,,1,22.883333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,3195,1.122557797,1,20, ,1,Tablet,1,4,3,1,2,16,4,9,CA,4,9,1,1,1,1,4,6,0,0,1,1,5,0,0,1,0,0,4,8,7,,,,,3
184567360,-1,5/19/2023 4:57,STGAutoWebSurveyor,2000003089,64B539BG,00:18:13,5/19/2023 5:16,All steps are completed,12/31/9999 11:59,,,1,119,0,,Approved,-4,,,,5/19/2023 4:57,5/19/2023 5:16,N/A,-1,2,8,1,2000003089,1,44,1,,1,6,,,,,,,,,,,,,,,,,,,,,,2,6,6,,,,,2,7,8,,,,,,4,4,,,5,1,,4,1,2,2,5/19/2023 2:30,2,,,,,,,,,,,1,1,2,2,1,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,5,4,5,3,4,3,1,2,3,4,4,4,5,,1,5/19/2023 2:35,3,3,2,1,2,3,2,3,2,3,,1,3,4,4,3,2,4,3,1,1,2,1,,,,,,,,,,,1,1,1,1,1,2,2,100,200,,,2,2,5,,1,,5,36,5,2,3,,1,,,3,1,1,1,3,,,,,,2,2,,1,1,13,,,,,,,,,,,Bodyshop parts,2,,,,,,,2,2,99,,,,,,,,,,,,3,18.216667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3,0,2,0,3191,1.025940586,1,20, ,1,Smartphone,1,4,3,1,1,11,3,6,MD,3,5,1,1,1,2,4,4,0,0,1,1,2,0,1,1,0,0,2,2,4,13,,,,3
184567363,-1,5/19/2023 4:57,STGAutoWebSurveyor,2000003092,64B539BG,00:06:08,5/19/2023 5:04,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-4,,,,5/19/2023 4:57,5/19/2023 5:04,N/A,-1,2,8,3,2000003092,1,29,1,,10,7,,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,1,3,5,,,,,,,4,,5,,,2,3,2,1,1,1,5/19/2023 2:30,1,1,1,2,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,5,3,1,1,1,4,4,4,4,4,2,1,5/19/2023 2:31,3,4,4,4,4,4,5,4,5,4,,1,5,5,4,5,5,5,2,2,2,1,2,,,,,,,,,,,2,2,1,1,1,2,2,20,140,,,2,3,6,,3,1,3,30,4,3,5,,1,3,,,12,14,1,1,,,,1,,,2,,2,1,5,,,,,,,,,,,,5,,,,,,,4,1,2,,,,,,,,,,,,1,6.1333332,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,1,3,1,3194,0.275091617,1,20, ,1,Smartphone,1,4,4,1,1,14,4,8,NY,1,2,1,1,1,4,1,3,0,0,0,1,2,1,0,0,0,0,26,1,5,,,,,3
184567395,-1,5/19/2023 4:58,STGAutoWebSurveyor,2000003100,64B539BG,00:14:45,5/19/2023 5:13,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-5,,,,5/19/2023 4:58,5/19/2023 5:13,N/A,-1,2,8,1,2000003100,1,29,1,,3,7,8,10,,,,,,,,,,,,,,,,,,,,,7,7,2,2,,2,3,99,,,,,,,4,5,,,,1,1,4,3,3,3,5/19/2023 2:31,1,1,3,3,3,3,2,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,2,1,3,1,1,4,3,3,4,3,3,1,5/19/2023 2:39,3,3,3,2,3,4,4,3,3,3,,1,3,4,5,4,3,3,3,2,2,3,1,,,,,,,,,,,1,97,97,1,1,1,1,20,45,,,2,2,4,,6,1,1,27,4,2,2,,1,3,,,1,0,1,1,2,,,3,3,,1,1,2,1,10,,,,,,,,,,,,2,,,,,,,4,0,1,3,,,,,,,,,,,2,14.75,0,0,0,0,0,0,1,1,0,1,0,0,0,0,7,2,1,3,1,3202,1.164275086,1,20, ,1,Desktop,1,4,3,5,1,10,2,6,TX,3,7,1,1,2,1,4,4,0,0,0,0,4,0,0,,0,1,1,6,4,,,,,3
184567396,-1,5/19/2023 4:59,STGAutoWebSurveyor,2000003098,64B539BG,00:07:19,5/19/2023 5:06,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Approved,-5,,,,5/19/2023 4:59,5/19/2023 5:06,N/A,-1,2,8,3,2000003098,1,23,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,1,1,8,,,,,,,5,4,,,,2,3,2,2,2,2,5/19/2023 2:30,1,1,3,1,1,3,2,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,2,3,1,1,2,3,3,3,3,3,3,5/19/2023 2:32,4,4,2,3,2,3,4,2,4,3,,1,2,4,2,3,2,4,2,2,1,2,1,,,,,,,,,,,1,2,1,1,1,1,2,25,50,,,1,2,3,,1,,3,23,3,2,3,,1,3,,,0,0,,1,2,,,1,1,,1,3,1,2,7,,,,,,,,,,,,3,,,,,,,2,0,2,,,,,,,,,,,,2,7.3333335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,3,1,3200,1.887142876,1,20, ,1,Smartphone,1,4,2,1,1,11,3,6,TX,3,7,1,1,1,3,4,2,0,0,0,0,2,0,0,1,0,0,0,2,2,,,,,3
