sbjnum,filter,date,srvyr,sbjnam,usrunq,duration,netduration,stgver,upload,subjdata,srvyrcomment,complete,stopq,test,parentid,utcdiff,qascore,frscname,exrenum,vstart,vend,rvwname,cancel,country,psuid,htype,confirm,rev01,gps,hhid,language,s01,s02,s03_o1,s03_o2,s03_o3,s03_o4,s03_o5,s03_o6,s03_o7,s03_o8,s03_o9,s03_o10,s03_o11,s03_o12,s03_o13,s03_o14,s03_o15,s03_o16,s03_98,irb1,a01,main_hv,t_a02_1,t_a02_2,t_a02_3,a03,a04_o1,a04_o2,a04_o3,a04_o4,a04_o5,a04_o6,a04_o7,a04_o8,a04_o9,a04_o10,a04_o11,a04_o12,a04_o13,a04_o14,a04_o15,a04_o16,a04_98_other,t_a06_1,t_a06_2,t_a06_3,t_a06_4,t_a07_1,t_a07_2,b01,t_b02_1,t_b02_2,t_b02_3,t_b02_4,t_b02_5,t_b02_6,t_b03_1,t_b03_2,t_b03_3,t_b03_4,b04,t_b05_1,t_b05_2,t_b05_3,t_b05_4,t_b05_5,t_b05_6,t_b06_1,t_b06_2,t_b06_3,t_b06_4,t_b06_5,t_b06_6,t_b07_1,t_b07_2,t_b07_3,t_b07_4,t_b08_1,t_b08_2,t_b08_3,b09,c_intro,c01,t_c02_1,t_c02_2,t_c02_3,t_c02_4,t_c03_1,t_c03_2,t_c03_3,t_c03_4,t_c03_5,t_c03_6,t_c04_1,t_c04_2,t_c04_3,t_c04_4,t_c04_5,t_c04_1_1,t_c04_1_2,t_c04_1_3,t_c04_1_4,t_c05_1,t_c05_2,t_c05_3,t_c05_4,t_c05_5,t_c05_6,t_c05_7,t_c05_8,t_c06_1,t_c06_2,t_c06_3,t_c06_4,t_c06_5,d01_o1,d01_o2,d01_o3,d01_o4,d01_o5,d01_o6,d01_o7,d01_o8,d01_o9,d01_o10,d01_o11,d01_o12,d01_o13,d01_o14,d01_s,d02_o1,d02_o2,d02_o3,d02_o4,d02_o5,d02_o6,d02_o7,d02_o8,d02_o9,d02_o10,d02_o11,d02_o12,d02_o13,d02_s,t_d03_1,t_d03_2,t_d03_3,t_d03_4,t_d03_5,t_d03_6,t_d03_7,t_d03_8,t_d03_9,t_d04_1,t_d04_2,t_d04_3,t_d04_4,d05_1,d05_2,d05_3,d06,e01,e01_checkpasswd,e02,e03,e04_1,t_e04_2_1,t_e04_2_2,t_e05_1,t_e05_2,e07_o1,e07_o2,e07_o3,e07_o4,s_e07_1,s_e07_2,s_e07_3,e07_more_hv,e08,e09,e11,f01,f01_98,f02,f03_o1,f03_o2,f03_o3,f03_o4,f03_o5,f03_o6,f03_98,f04,f04_98_other,f05a,f05b_o1,f05b_o2,f05b_o3,f05b_o4,f05b_o5,f05b_o6,f05b_o7,f05b_s,f05c,f05c_98_other,f05d_o1,f05d_o2,f05d_o3,f05d_o4,f05d_o5,f05d_o6,f05d_o7,f05d_o8,f05d_o9,f05d_o10,f05d_o11,f05d_o12,f05d_o13,f05d_s,f05e_o1,f05e_o2,f05e_o3,f05e_o4,f05e_o5,f05e_o6,f05e_o7,f05e_s,f05f_o1,f05f_o2,f05f_o3,f05f_o4,f05f_o5,f05f_o6,f05f_o7,f05f_o8,f05f_o9,f05f_o10,f05f_o11,f05f_s,f05g_o1,f05g_o2,f05g_o3,f05g_o4,f05g_o5,f05g_o6,f05g_o7,f05g_o8,f05g_s,f05h_o1,f05h_o2,f05h_o3,f05h_o4,f05h_o5,f05h_o6,f05h_o7,s03_1,s03_2,s03_3,s03_4,s03_5,s03_6,s03_7,s03_8,s03_9,s03_10,s03_15,s03_16,s03_97,s03_99,f03_1,f03_2,f03_3,f03_4,f03_5,f03_6,f03_7
167083754,-1,05-05-2022 02:29,VN.122,PC_Subject,,00:11:30,00:10:23,1.32.557.20849 PC,05-05-2022 02:41,"All steps are completed: PSUID=3162, HHID=164",,1,92,0,,7,,,,05-05-2022 02:29,05-05-2022 02:41,N/A,-1,Vietnam,3162,urban,Yes,,No,164,Vietnamese,Yes,26,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,"Want to avoid pregnancy, but would be ok if it happened",,,,,,,,,,,,,,,,,,Satisfied,,,,Probably not,Probably not,3 to 5 years,,,,,,,,,,,,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,A lot more involved,No difference,No difference,No difference,Good thing,Agree,Agree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A moderate amount,A moderate amount,,,,,,,Married,1 to 2 years,We decide equally,,,0,0,Sons:,Daughters:,,,2,1,,More kids: E05 <E07,In the next 3 to 5 years,Never,Never used / not aware of this method,Graduate from university/college,,Throughout the year,"Professional, technical, managerial",,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167084103,-1,05-05-2022 02:52,VN.126,PC_Subject,,00:14:52,00:14:17,1.32.557.20849 PC,05-05-2022 03:07,"All steps are completed: PSUID=3126, HHID=140",,1,92,0,,7,,,,05-05-2022 02:52,05-05-2022 03:07,N/A,-1,Vietnam,3126,urban,Yes,,No,140,Vietnamese,Yes,27,Male condom,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,,Consent obtained,Withdrawal method / pulling out before ejaculation,Withdrawal method / pulling out before ejaculation,Not often,Most of the time,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Neutral,Neutral,,,Probably,Probably,Use right away,,,,,,,,,,,,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Small problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,No change,No difference,Good thing,No difference,No difference,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A moderate amount,A little,,,,,,,Married,1 to 2 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 1 to 2 years,Never,Not in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
167084109,-1,05-05-2022 02:41,VN.122,PC_Subject,,00:26:09,00:12:44,1.32.557.20849 PC,05-05-2022 03:07,"All steps are completed: PSUID=3105, HHID=131",,1,92,0,,7,,,,05-05-2022 02:41,05-05-2022 03:07,N/A,-1,Vietnam,3105,urban,Yes,,No,131,Vietnamese,Yes,28,Daily pill,,,,,,,,,,,,,,,,,Consent obtained,Daily pill,Pill,,,,Want to avoid pregnancy at all costs,Irregular periods,,,,,,,,,,,,,,,,,,,,Neutral,Probably,Definitely not,Within 7 to 12 months,,,,,,,,,,,,Small problem,Small problem,Small problem,Small problem,Small problem,Big problem,Big problem,Small problem,Small problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,No change,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,,16000,,,Married,6 - 9 years,I always decide,,,0,1,Either:,,,,,,1,Don't want more: E05≥ E07,,Never,Never used / not aware of this method,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
167085157,-1,05-05-2022 03:52,VN.122,PC_Subject,,00:14:01,00:12:20,1.32.557.20849 PC,05-05-2022 04:06,"All steps are completed: PSUID=3111, HHID=254",,1,92,0,,7,,,,05-05-2022 03:52,05-05-2022 04:06,N/A,-1,Vietnam,3111,urban,Yes,,No,254,Vietnamese,Yes,35,Daily pill,Male condom,,,,,,,,,,,,,,,,Consent obtained,Daily pill,Pill,Most of the time,,,"Want to avoid pregnancy, but would be ok if it happened",Weight gain,Regular periods,Heavier periods,Less acne/Better skin,,,,,,,,,,,,,,Satisfied,,,Satisfied,Probably not,Definitely not,Within 7 to 12 months,,,,,,,,,,,,Big problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Not a problem at all,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,No difference,Good thing,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A moderate amount,A moderate amount,A moderate amount,,,,50000,,,Married,10+ years,We decide equally,,,2,0,Sons:,Daughters:,,,2,1,,More kids: E05 <E07,In the next 3 to 5 years,1,Not in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
167085396,-1,05-05-2022 04:06,VN.122,PC_Subject,,00:14:10,00:10:27,1.32.557.20849 PC,05-05-2022 04:21,"All steps are completed: PSUID=3126, HHID=139",,1,92,0,,7,,,,05-05-2022 04:06,05-05-2022 04:20,N/A,-1,Vietnam,3126,urban,Yes,,No,139,Vietnamese,Yes,27,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,"Want to avoid pregnancy, but would be ok if it happened",,,,,,,,,,,,,,,,,,Neutral,,,,Definitely not,Probably not,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Not a problem at all,Big problem,Not a problem at all,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,No difference,Good thing,Good thing,Good thing,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,,,,,Living together as if married,1 to 2 years,We decide equally,,,0,0,Either:,,,,,,2,More kids: E05 <E07,In the next 1 to 2 years,Never,4 or more times in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
167086351,-1,05-05-2022 04:45,VN.122,PC_Subject,,00:20:48,00:19:35,1.32.557.20849 PC,05-05-2022 05:06,"All steps are completed: PSUID=3105, HHID=274",,1,92,0,,7,,,,05-05-2022 04:45,05-05-2022 05:06,N/A,-1,Vietnam,3105,urban,Yes,,No,274,Vietnamese,Yes,36,Daily pill,Male condom,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,Consent obtained,Daily pill,Pill,Half of the time,Half of the time,,"Want to avoid pregnancy, but would be ok if it happened",Regular periods,Lower sex drive or interest,"Others, specify:",,,,,,,,,,,,,,28,Neutral,Satisfied,,Satisfied,Definitely not,Definitely not,Within 7 to 12 months,,,,,,,,,,,,Big problem,Big problem,Not a problem at all,Big problem,Small problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,No change,Bad thing,Good thing,Good thing,Good thing,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,Never visited/ heard about them,A moderate amount,,,,130000,,,Married,3 to 5 years,I always decide,,,0,0,Either:,,,,,,2,More kids: E05 <E07,In the next 1 to 2 years,Never,Not in past year,Diploma/Certificate,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
167087236,-1,05-05-2022 05:43,VN.126,PC_Subject,,00:15:45,00:14:44,1.32.557.20849 PC,05-05-2022 05:59,"All steps are completed: PSUID=3116, HHID=136",,1,92,0,,7,,,,05-05-2022 05:43,05-05-2022 05:59,N/A,-1,Vietnam,3116,urban,Yes,,No,136,Vietnamese,Yes,25,Daily pill,Male condom,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,Consent obtained,Withdrawal method / pulling out before ejaculation,Withdrawal method / pulling out before ejaculation,Most of the time,Most of the time,,Want to avoid pregnancy at all costs,Headache,Irregular periods,Heavier periods,Lighter periods,Mood Swings,More acne,Vaginal dryness,,,,,,,,,,,Satisfied,Neutral,,,Probably not,Probably not,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Small problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A moderate amount,A moderate amount,,,,1000000,,,Never married,3 to 5 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 3 to 5 years,Never,Not in past year,Graduate from university/college,,Throughout the year,Clerical or sales,"Other, specify:",,,,,,97,,,,,,,,,,,98,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
167090697,-1,05-05-2022 08:06,VN.089,Android_Subject,,00:21:15,00:19:53,1.32.557.681 AN,05-05-2022 08:29,"All steps are completed: PSUID=3180, HHID=172",,1,92,0,,7,,,,05-05-2022 08:06,05-05-2022 08:27,N/A,-1,Vietnam,3180,rural,Yes,,No,172,Vietnamese,Yes,33,1 or 2 pills taken after sex,,,,,,,,,,,,,,,,,Consent obtained,1 or 2 pills taken after sex,1 or 2 pills taken after sex,,,,Want to avoid pregnancy at all costs,Weight gain,Irregular periods,Less acne/Better skin,,,,,,,,,,,,,,,,,,Neutral,Probably,Probably,Use right away,,,,,,,,,,,,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Small problem,Big problem,Big problem,Big problem,,,,"STI and HIV protection is nice to have, but not necessary",,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,A little,A little,A little,,,,100000,,,Never married,Less than 1 year,We decide equally,,,0,0,Sons:,Daughters:,,,0,0,,Don't want more: E05≥ E07,,Never,2 times in past year,Graduate from university/college,,Throughout the year,"Other, specify:",,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
167091406,-1,05-05-2022 08:31,VN.089,Android_Subject,,00:19:13,00:17:50,1.32.557.681 AN,05-05-2022 08:52,"All steps are completed: PSUID=3110, HHID=178",,1,92,0,,7,,,,05-05-2022 08:31,05-05-2022 08:50,N/A,-1,Vietnam,3110,urban,Yes,,No,178,Vietnamese,Yes,34,Male condom,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,Not often,,"Want to avoid pregnancy, but would be ok if it happened",,,,,,,,,,,,,,,,,,Neutral,Neutral,,,Might or might not,Might or might not,3 to 5 years,,,,,,,,,,,,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A little,A little,A moderate amount,,,,,,,Married,3 to 5 years,We decide equally,,,2,1,Sons:,Daughters:,,,2,1,,Don't want more: E05≥ E07,,Never,Not in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
167094859,-1,05-05-2022 09:51,VN.089,Android_Subject,,00:16:22,00:15:06,1.32.557.681 AN,05-05-2022 10:09,"All steps are completed: PSUID=3181, HHID=170",,1,92,0,,7,,,,05-05-2022 09:51,05-05-2022 10:07,N/A,-1,Vietnam,3181,rural,Yes,,No,170,Vietnamese,Yes,40,Male condom,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,Not often,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Satisfied,Neutral,,,Definitely,Definitely,1 to 3 months,,,,,,,,,,,,Big problem,Small problem,Small problem,Big problem,Not a problem at all,Not a problem at all,Big problem,Small problem,Not a problem at all,Not a problem at all,Small problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,,,,"STI and HIV protection is nice to have, but not necessary",,No change,Good thing,Good thing,Good thing,Good thing,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A little,A little,,,,,,,Married,10+ years,I usually decide,,,0,2,Sons:,Daughters:,,,0,2,,Don't want more: E05≥ E07,,Never,Not in past year,High School(Year 10 - 12),,Seasonally / part of the year,"Agricultural (farming, livestock, fishing)",,,,,,,97,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
167118903,-1,05-06-2022 08:43,VN.122,PC_Subject,,00:13:51,00:12:29,1.32.557.20849 PC,05-06-2022 08:57,"All steps are completed: PSUID=3120, HHID=240",,1,92,0,,7,,,,05-06-2022 08:43,05-06-2022 08:57,N/A,-1,Vietnam,3120,urban,Yes,,No,240,Vietnamese,Yes,23,Having sex only on safe days / counting days,,,,,,,,,,,,,,,,,Consent obtained,Having sex only on safe days / counting days,Having sex only on safe days / counting days,,,Most of the time,"Want to avoid pregnancy, but would be ok if it happened",Sore breasts,Regular periods,,,,,,,,,,,,,,,,,,Neutral,,Definitely not,Definitely not,7,,,,,,,,,,,,Big problem,Big problem,Not a problem at all,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,No change,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,,50000,,,Married,3 to 5 years,We decide equally,,,0,1,Either:,,,,,,5,More kids: E05 <E07,In the next 3 to 5 years,Never,Never used / not aware of this method,Diploma/Certificate,,Do not work,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,
167119322,-1,05-06-2022 09:18,VN.122,PC_Subject,,00:13:52,00:12:47,1.32.557.20849 PC,05-06-2022 09:32,"All steps are completed: PSUID=3129, HHID=217",,1,92,0,,7,,,,05-06-2022 09:18,05-06-2022 09:32,N/A,-1,Vietnam,3129,urban,Yes,,No,217,Vietnamese,Yes,36,1 or 2 pills taken after sex,,,,,,,,,,,,,,,,,Consent obtained,1 or 2 pills taken after sex,1 or 2 pills taken after sex,,,,Want a pregnancy at this time,Irregular periods,Lighter periods,Lower sex drive or interest,More acne,Less acne/Better skin,,,,,,,,,,,,,,,,Very Satisfied,Definitely,Probably,1 to 2 years,,,,,,,,,,,,Small problem,Small problem,Small problem,Small problem,Not a problem at all,Not a problem at all,Big problem,Not a problem at all,Big problem,Not a problem at all,Big problem,Small problem,Small problem,Big problem,Big problem,Big problem,,,,"STI and HIV protection is nice to have, but not necessary",,Somewhat more involved,Good thing,Good thing,Good thing,Bad thing,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A lot,,,,5000000,,,Married,3 to 5 years,We decide equally,,,0,1,Daughters:,,,,,2,,More kids: E05 <E07,Within 1 year,1,2 times in past year,High School(Year 10 - 12),,Throughout the year,Skilled and unskilled manual labor,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
167119824,-1,05-06-2022 09:54,VN.122,PC_Subject,,00:25:03,00:23:29,1.32.557.20849 PC,05-06-2022 10:19,"All steps are completed: PSUID=3182, HHID=118",,1,92,0,,7,,,,05-06-2022 09:54,05-06-2022 10:19,N/A,-1,Vietnam,3182,rural,Yes,,No,118,Vietnamese,Yes,41,1 or 2 pills taken after sex,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,,Consent obtained,Withdrawal method / pulling out before ejaculation,Withdrawal method / pulling out before ejaculation,,All the time,,Want to avoid pregnancy at all costs,Regular periods,,,,,,,,,,,,,,,,,,Satisfied,,,Definitely,Probably,1 to 2 years,,,,,,,,,,,,Big problem,Small problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A lot,,,,550000,,,Married,10+ years,We decide equally,,,1,0,Either:,,,,,,2,More kids: E05 <E07,Unsure,Never,Never used / not aware of this method,Diploma/Certificate,,Throughout the year,Skilled and unskilled manual labor,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
167119904,-1,05-06-2022 10:00,VN.125,PC_Subject,,00:26:03,00:16:20,1.32.557.20849 PC,05-06-2022 10:26,"All steps are completed: PSUID=3229, HHID=224",,1,92,0,,7,,,,05-06-2022 10:00,05-06-2022 10:26,N/A,-1,Vietnam,3229,rural,Yes,,No,224,Vietnamese,Yes,28,Daily pill,,,,,,,,,,,,,,,,,Consent obtained,Daily pill,Pill,,,,"Want to avoid pregnancy, but would be ok if it happened",Regular periods,Mood Swings,Less acne/Better skin,,,,,,,,,,,,,,,,,,Satisfied,Probably,Probably,3 to 5 years,,,,,,,,,,,,Big problem,Big problem,Not a problem at all,Big problem,Not a problem at all,Not a problem at all,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Neither agree nor disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,,50000,,,Married,3 to 5 years,I usually decide,,,1,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 1 to 2 years,Never,Not in past year,High School(Year 10 - 12),,Throughout the year,Skilled and unskilled manual labor,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
